9.6042,0.96875,1,96,89,4.8021,0.48438
9.6146,0.91667,1,87,85,4.8073,0.45833
9.6146,0.85417,1,48,89,4.8073,0.42708
9.6146,0.89583,1,39,81,4.8073,0.44792
9.625,0.80208,1,84,86,4.8125,0.40104
9.625,0.92708,1,94,80,4.8125,0.46354
9.6354,0.86458,1,46,82,4.8177,0.43229
9.6458,0.76042,1,36,74,4.8229,0.38021
11.198,0.33333,1,96,83,5.599,0.16667
11.208,0.26042,1,87,81,5.6042,0.13021
11.208,0.16667,1,36,69,5.6042,0.083333
11.208,0.1875,1,84,82,5.6042,0.09375
11.219,0.26042,1,46,75,5.6094,0.13021
11.219,0.27083,1,39,73,5.6094,0.13542
11.229,0.20833,1,48,77,5.6146,0.10417
11.229,0.26042,1,94,74,5.6146,0.13021
12.031,0.15625,1,48,87,6.0156,0.078125
12.031,0.1875,1,87,78,6.0156,0.09375
12.042,0.21875,1,96,83,6.0208,0.10937
12.042,0.0625,1,36,73,6.0208,0.03125
12.042,0.13542,1,46,85,6.0208,0.067708
12.052,0.09375,1,84,80,6.026,0.046875
12.062,0.14583,1,39,75,6.0312,0.072917
12.062,0.14583,1,94,75,6.0312,0.072917
12.844,0.9375,1,87,80,6.4219,0.46875
12.844,0.79167,1,96,86,6.4219,0.39583
12.854,0.84375,1,84,85,6.4271,0.42187
12.865,0.80208,1,48,89,6.4323,0.40104
12.875,0.86458,1,46,80,6.4375,0.43229
12.885,0.80208,1,39,75,6.4427,0.40104
12.885,0.8125,1,94,78,6.4427,0.40625
12.896,0.69792,1,36,72,6.4479,0.34896
15.667,0.072917,1,48,85,7.8333,0.036458
15.667,0.13542,1,84,75,7.8333,0.067708
16.094,0.35417,1,53,96,8.0469,0.17708
16.094,0.34375,1,89,85,8.0469,0.17188
16.458,0.28125,1,55,71,8.2292,0.14062
16.479,0.22917,1,91,51,8.2396,0.11458
16.625,0.30208,1,89,69,8.3125,0.15104
16.646,0.27083,1,53,77,8.3229,0.13542
16.844,0.072917,1,86,67,8.4219,0.036458
16.854,0.15625,1,50,75,8.4271,0.078125
17.25,0.072917,1,48,86,8.625,0.036458
17.26,0.14583,1,84,72,8.6302,0.072917
17.646,0.40625,1,53,85,8.8229,0.20313
17.656,0.375,1,89,85,8.8281,0.1875
18.042,0.3125,1,55,69,9.0208,0.15625
18.052,0.3125,1,91,61,9.026,0.15625
18.187,0.32292,1,89,75,9.0937,0.16146
18.219,0.27083,1,53,75,9.1094,0.13542
18.396,0.16667,1,86,73,9.1979,0.083333
18.406,0.125,1,50,67,9.2031,0.0625
18.792,0.10417,1,48,82,9.3958,0.052083
18.812,0.13542,1,84,70,9.4062,0.067708
19.198,0.16667,1,89,75,9.599,0.083333
19.208,0.083333,1,53,75,9.6042,0.041667
19.615,0.70833,1,86,83,9.8073,0.35417
19.625,0.69792,1,50,87,9.8125,0.34896
20.396,0.47917,1,48,83,10.198,0.23958
20.396,0.39583,1,84,78,10.198,0.19792
20.802,1.3125,1,89,86,10.401,0.65625
20.812,1.0938,1,53,86,10.406,0.54688
21.958,0.51042,1,90,88,10.979,0.25521
21.958,0.40625,1,54,82,10.979,0.20313
22.396,0.72917,1,92,94,11.198,0.36458
22.406,0.82292,1,56,92,11.203,0.41146
23.177,0.25,1,94,92,11.589,0.125
23.198,0.75,1,58,81,11.599,0.375
23.969,0.38542,1,95,89,11.984,0.19271
23.979,0.44792,1,59,89,11.99,0.22396
24.406,0.15625,1,57,72,12.203,0.078125
24.417,0.1875,1,93,78,12.208,0.09375
24.542,0.29167,1,95,75,12.271,0.14583
24.594,0.21875,1,59,73,12.297,0.10938
24.729,0.13542,1,57,83,12.365,0.067708
24.74,0.13542,1,93,86,12.37,0.067708
25.156,0.11458,1,91,71,12.578,0.057292
25.177,0.072917,1,55,64,12.589,0.036458
25.542,0.38542,1,95,82,12.771,0.19271
25.542,0.40625,1,59,80,12.771,0.20313
25.927,0.0625,1,57,67,12.964,0.03125
25.948,0.0625,1,93,66,12.974,0.03125
26.094,0.13542,1,59,94,13.047,0.067708
26.115,0.10417,1,95,83,13.057,0.052083
26.323,0.17708,1,95,106,13.161,0.088542
26.344,0.11458,1,59,108,13.172,0.057292
26.719,0.17708,1,94,94,13.359,0.088542
26.74,0.16667,1,58,94,13.37,0.083333
27.531,0.5,1,93,88,13.766,0.25
27.542,0.47917,1,57,87,13.771,0.23958
27.917,0.91667,1,56,88,13.958,0.45833
27.937,0.92708,1,92,91,13.969,0.46354
28.75,0.9375,1,91,89,14.375,0.46875
28.76,0.91667,1,55,96,14.38,0.45833
29.562,0.91667,1,90,91,14.781,0.45833
29.573,0.85417,1,54,94,14.786,0.42708
30.375,0.54167,1,89,99,15.187,0.27083
30.375,0.48958,1,53,98,15.187,0.24479
31.948,0.47917,1,87,92,15.974,0.23958
31.958,0.51042,1,96,92,15.979,0.25521
31.969,0.33333,1,84,98,15.984,0.16667
31.969,0.46875,1,94,83,15.984,0.23438
31.979,0.36458,1,48,96,15.99,0.18229
31.99,0.41667,1,46,92,15.995,0.20833
31.99,0.44792,1,39,86,15.995,0.22396
32,0.38542,1,36,88,16,0.19271
38.396,0.97917,1,96,88,19.198,0.48958
38.396,0.96875,1,87,82,19.198,0.48437
38.406,0.875,1,48,82,19.203,0.4375
38.406,0.91667,1,39,74,19.203,0.45833
38.417,0.90625,1,46,80,19.208,0.45312
38.417,0.82292,1,84,83,19.208,0.41146
38.417,0.96875,1,94,78,19.208,0.48437
38.427,0.8125,1,36,69,19.214,0.40625
40.031,0.33333,1,96,83,20.016,0.16667
40.042,0.26042,1,87,80,20.021,0.13021
40.042,0.16667,1,84,81,20.021,0.083333
40.052,0.20833,1,48,81,20.026,0.10417
40.052,0.20833,1,36,69,20.026,0.10417
40.062,0.25,1,46,78,20.031,0.125
40.062,0.23958,1,39,71,20.031,0.11979
40.073,0.26042,1,94,67,20.036,0.13021
40.833,0.20833,1,96,85,20.417,0.10417
40.833,0.15625,1,48,85,20.417,0.078125
40.833,0.19792,1,87,85,20.417,0.098958
40.844,0.14583,1,39,73,20.422,0.072917
40.854,0.125,1,84,82,20.427,0.0625
40.854,0.14583,1,46,81,20.427,0.072917
40.865,0.041667,1,36,70,20.432,0.020833
40.875,0.14583,1,94,78,20.437,0.072917
41.646,0.52083,1,48,85,20.823,0.26042
41.646,0.61458,1,96,85,20.823,0.30729
41.646,0.61458,1,87,85,20.823,0.30729
41.667,0.45833,1,84,85,20.833,0.22917
41.667,0.61458,1,46,78,20.833,0.30729
41.677,0.57292,1,39,71,20.839,0.28646
41.687,0.41667,1,36,69,20.844,0.20833
41.687,0.59375,1,94,75,20.844,0.29688
43.219,0.23958,1,96,82,21.609,0.11979
43.229,0.20833,1,87,82,21.615,0.10417
43.24,0.16667,1,48,73,21.62,0.083333
43.24,0.125,1,84,81,21.62,0.0625
43.25,0.14583,1,46,79,21.625,0.072917
43.26,0.125,1,39,69,21.63,0.0625
43.26,0.16667,1,94,72,21.63,0.083333
43.271,0.0625,1,36,41,21.635,0.03125
44.021,0.19792,1,96,85,22.01,0.098958
44.031,0.072917,1,48,80,22.016,0.036458
44.042,0.072917,1,84,81,22.021,0.036458
44.052,0.14583,1,87,85,22.026,0.072917
44.052,0.14583,1,46,81,22.026,0.072917
44.062,0.0625,1,39,73,22.031,0.03125
44.073,0.15625,1,94,75,22.036,0.078125
44.083,0.041667,1,36,54,22.042,0.020833
44.854,0.3125,1,96,88,22.427,0.15625
44.854,0.28125,1,87,89,22.427,0.14062
44.865,0.1875,1,48,80,22.432,0.09375
44.875,0.17708,1,84,87,22.437,0.088542
44.875,0.16667,1,36,71,22.437,0.083333
44.885,0.26042,1,39,75,22.443,0.13021
44.896,0.20833,1,46,81,22.448,0.10417
44.896,0.28125,1,94,79,22.448,0.14063
54.469,0.86458,1,79,46,27.234,0.43229
55.229,0.32292,1,82,64,27.615,0.16146
55.302,0.51042,1,77,67,27.651,0.25521
55.656,0.59375,1,74,72,27.828,0.29688
56.083,0.77083,1,79,67,28.042,0.38542
56.823,0.26042,1,82,65,28.411,0.13021
56.927,0.44792,1,77,61,28.464,0.22396
57.281,0.4375,1,74,71,28.641,0.21875
57.708,0.34375,1,79,60,28.854,0.17187
58.51,0.90625,1,79,60,29.255,0.45313
59.354,0.8125,1,77,57,29.677,0.40625
60.167,0.375,1,74,45,30.083,0.1875
60.562,0.40625,1,77,69,30.281,0.20313
60.979,0.51042,1,79,69,30.49,0.25521
61.344,0.53125,1,82,79,30.672,0.26563
61.75,0.44792,1,84,78,30.875,0.22396
62.125,0.52083,1,86,78,31.062,0.26042
62.531,0.46875,1,84,72,31.266,0.23438
62.937,0.4375,1,82,71,31.469,0.21875
63.344,0.41667,1,79,61,31.672,0.20833
63.74,0.54167,1,77,66,31.87,0.27083
64.156,0.9375,1,79,69,32.078,0.46875
65,0.41667,1,77,60,32.5,0.20833
65.385,0.5,1,74,61,32.693,0.25
65.812,0.41667,1,79,61,32.906,0.20833
66.208,0.33333,1,77,58,33.104,0.16667
66.625,0.30208,1,74,48,33.312,0.15104
67.333,0.072917,1,82,57,33.667,0.036458
67.427,0.38542,1,79,43,33.714,0.19271
67.771,0.072917,1,84,61,33.885,0.036458
67.823,0.39583,1,77,54,33.911,0.19792
68.187,0.0625,1,82,70,34.094,0.03125
68.26,0.375,1,79,45,34.13,0.1875
68.573,0.0625,1,84,65,34.286,0.03125
68.604,0.47917,1,77,52,34.302,0.23958
69.021,1.2604,1,79,67,34.51,0.63021
87.375,0.67708,1,79,36,43.687,0.33854
87.458,2.2083,1,68,27,43.729,1.1042
87.479,0.98958,1,72,11,43.74,0.49479
87.49,3.8021,1,62,30,43.745,1.901
88.135,0.09375,1,77,36,44.068,0.046875
88.25,0.32292,1,79,41,44.125,0.16146
88.406,0.59375,1,77,72,44.203,0.29688
88.5,0.46875,1,71,36,44.25,0.23438
89,0.6875,1,74,63,44.5,0.34375
89.031,0.625,1,70,35,44.516,0.3125
89.583,0.69792,1,79,43,44.792,0.34896
89.656,1.1771,1,69,32,44.828,0.58854
90.156,0.63542,1,77,41,45.078,0.31771
90.771,1.2917,1,74,30,45.385,0.64583
90.781,0.625,1,68,31,45.391,0.3125
92.021,0.57292,1,79,34,46.01,0.28646
92.073,1.0521,1,72,18,46.036,0.52604
92.083,2.1667,1,68,27,46.042,1.0833
92.125,4.0833,1,62,30,46.062,2.0417
92.604,0.48958,1,74,43,46.302,0.24479
93.146,0.53125,1,75,54,46.573,0.26563
93.156,0.45833,1,71,44,46.578,0.22917
93.677,0.63542,1,70,41,46.839,0.31771
93.687,0.55208,1,77,64,46.844,0.27604
94.25,0.22917,1,79,54,47.125,0.11458
94.312,1.2396,1,69,33,47.156,0.61979
94.427,0.21875,1,80,66,47.214,0.10938
94.615,0.30208,1,82,65,47.307,0.15104
94.792,0.3125,1,80,71,47.396,0.15625
95,0.17708,1,79,64,47.5,0.088542
95.187,0.35417,1,77,66,47.594,0.17708
95.5,0.76042,1,79,64,47.75,0.38021
95.531,0.75,1,68,32,47.766,0.375
96.187,1.1042,1,74,48,48.094,0.55208
97.01,0.86458,1,79,60,48.505,0.43229
97.052,2.3542,1,68,33,48.526,1.1771
97.062,1.0521,1,72,30,48.531,0.52604
97.073,3.9896,1,62,32,48.536,1.9948
97.937,0.10417,1,77,46,48.969,0.052083
98.042,0.34375,1,79,63,49.021,0.17188
98.219,0.48958,1,71,36,49.109,0.24479
98.219,0.57292,1,77,71,49.109,0.28646
98.781,0.73958,1,70,48,49.391,0.36979
98.792,0.77083,1,74,64,49.396,0.38542
99.385,0.64583,1,79,54,49.693,0.32292
99.427,1.2188,1,69,45,49.714,0.60938
99.948,0.69792,1,77,51,49.974,0.34896
100.59,1.2708,1,74,37,50.297,0.63542
100.65,0.59375,1,68,33,50.323,0.29688
101.89,0.19792,1,79,32,50.943,0.098958
101.91,1.0625,1,72,27,50.953,0.53125
101.91,2.5,1,68,32,50.953,1.25
101.96,4.5,1,62,31,50.979,2.25
102.14,0.19792,1,74,34,51.068,0.098958
102.36,0.19792,1,75,39,51.182,0.098958
102.61,0.17708,1,77,43,51.307,0.088542
102.79,0.21875,1,79,48,51.396,0.10938
102.96,0.1875,1,80,46,51.479,0.09375
103.12,0.17708,1,82,58,51.562,0.088542
103.14,0.52083,1,71,33,51.568,0.26042
103.34,0.16667,1,84,58,51.672,0.083333
103.54,0.26042,1,86,57,51.771,0.13021
103.65,0.20833,1,87,55,51.823,0.10417
103.75,0.71875,1,70,37,51.875,0.35938
103.83,0.23958,1,89,64,51.917,0.11979
104.03,0.3125,1,91,63,52.016,0.15625
104.24,0.3125,1,89,65,52.12,0.15625
104.4,0.34375,1,87,66,52.198,0.17188
104.4,1.3438,1,69,46,52.198,0.67188
104.62,0.19792,1,86,60,52.312,0.098958
104.84,0.083333,1,84,45,52.422,0.041667
105.03,0.40625,1,82,54,52.516,0.20313
105.28,0.35417,1,80,57,52.641,0.17708
105.61,1.6667,1,79,51,52.807,0.83333
105.7,0.85417,1,68,35,52.849,0.42708
107.12,0.84375,1,82,64,53.562,0.42188
107.19,1.0833,1,72,33,53.594,0.54167
107.2,2.2813,1,68,34,53.599,1.1406
107.24,3.6042,1,62,33,53.62,1.8021
108,0.15625,1,80,52,54,0.078125
108.12,0.40625,1,82,65,54.062,0.20313
108.31,0.64583,1,80,74,54.156,0.32292
108.32,0.45833,1,71,46,54.161,0.22917
108.9,0.28125,1,79,67,54.448,0.14063
108.91,0.52083,1,70,35,54.453,0.26042
109.15,0.36458,1,77,67,54.573,0.18229
109.46,0.6875,1,79,52,54.729,0.34375
109.47,1.1771,1,69,48,54.734,0.58854
110.03,0.48958,1,74,58,55.016,0.24479
110.57,0.5625,1,75,63,55.286,0.28125
110.61,0.34375,1,68,46,55.307,0.17188
111.15,1.1042,1,77,71,55.573,0.55208
111.94,0.84375,1,82,63,55.969,0.42188
111.99,1.3958,1,72,28,55.995,0.69792
112,2.4896,1,68,32,56,1.2448
112.03,4.0521,1,62,32,56.016,2.026
112.76,0.60417,1,80,58,56.38,0.30208
113.32,0.69792,1,82,64,56.661,0.34896
113.37,0.41667,1,71,44,56.687,0.20833
113.87,0.57292,1,80,57,56.937,0.28646
113.92,0.57292,1,70,26,56.958,0.28646
114.46,0.54167,1,79,41,57.229,0.27083
114.47,1.2292,1,69,33,57.234,0.61458
115.04,0.55208,1,77,51,57.521,0.27604
115.6,0.54167,1,79,45,57.802,0.27083
115.64,0.5625,1,68,37,57.818,0.28125
116.18,1.0938,1,74,48,58.089,0.54688
116.99,0.76042,1,82,48,58.495,0.38021
117.04,1.1771,1,72,22,58.521,0.58854
117.05,2.3854,1,68,32,58.526,1.1927
117.06,3.8542,1,62,31,58.531,1.9271
117.82,0.083333,1,80,40,58.911,0.041667
117.96,0.375,1,82,44,58.979,0.1875
118.15,0.61458,1,80,46,59.073,0.30729
118.24,0.48958,1,71,32,59.12,0.24479
118.79,0.20833,1,79,45,59.396,0.10417
118.83,0.46875,1,70,25,59.417,0.23438
119.04,0.30208,1,77,60,59.521,0.15104
119.34,0.92708,1,79,46,59.672,0.46354
119.38,1.2188,1,69,43,59.688,0.60938
119.92,0.5,1,74,41,59.958,0.25
120.49,0.60417,1,75,44,60.245,0.30208
120.53,0.54167,1,68,40,60.266,0.27083
121.11,0.125,1,77,54,60.557,0.0625
121.71,0.16667,1,79,45,60.854,0.083333
121.71,1.1354,1,72,36,60.854,0.56771
121.73,2.5,1,68,35,60.865,1.25
121.76,19.208,1,62,33,60.88,9.6042
121.85,0.14583,1,80,58,60.927,0.072917
122.1,0.072917,1,82,55,61.052,0.036458
122.27,0.16667,1,84,64,61.135,0.083333
122.48,0.23958,1,86,49,61.24,0.11979
122.59,0.25,1,87,43,61.297,0.125
122.76,0.20833,1,89,54,61.38,0.10417
122.88,0.5625,1,71,43,61.438,0.28125
122.97,0.28125,1,91,57,61.484,0.14063
123.15,0.30208,1,89,57,61.573,0.15104
123.31,0.30208,1,87,57,61.656,0.15104
123.5,0.82292,1,70,46,61.75,0.41146
123.51,0.072917,1,86,44,61.755,0.036458
123.68,0.072917,1,84,44,61.839,0.036458
123.84,0.23958,1,82,61,61.922,0.11979
124.01,0.34375,1,80,51,62.005,0.17188
124.19,1.6042,1,69,44,62.094,0.80208
124.25,0.58333,1,79,49,62.125,0.29167
124.84,0.88542,1,77,48,62.422,0.44271
125.54,1.7813,1,74,40,62.771,0.89063
125.55,15.854,1,68,31,62.776,7.9271
126.86,1.7604,1,79,48,63.432,0.88021
126.9,1.375,1,72,34,63.448,0.6875
128.13,0.69792,1,77,48,64.063,0.34896
128.15,1.1562,1,71,46,64.073,0.57812
128.73,0.73958,1,74,63,64.365,0.36979
129.32,1.3542,1,70,48,64.661,0.67708
129.33,0.95833,1,79,52,64.667,0.47917
129.93,0.69792,1,77,61,64.964,0.34896
130.53,1.5729,1,74,54,65.266,0.78646
130.55,1.5938,1,71,48,65.276,0.79688
131.85,1.7708,1,79,40,65.927,0.88542
131.91,9.2917,1,72,32,65.953,4.6458
133.13,0.71875,1,77,31,66.563,0.35938
133.69,0.85417,1,74,39,66.844,0.42708
134.39,1.7292,1,79,41,67.193,0.86458
135.63,0.71875,1,77,29,67.813,0.35938
136.2,0.77083,1,74,33,68.099,0.38542
136.84,1.7917,1,79,33,68.422,0.89583
138.04,0.69792,1,77,26,69.021,0.34896
138.66,0.79167,1,74,30,69.328,0.39583
139.34,2.0938,1,79,29,69.672,1.0469
140.73,0.8125,1,77,18,70.365,0.40625
141.53,0.10417,1,74,21,70.766,0.052083
142.49,1.6979,1,91,35,71.245,0.84896
142.53,1.2708,1,79,26,71.266,0.63542
143.69,0.53125,1,89,37,71.844,0.26563
143.78,0.40625,1,77,14,71.891,0.20313
144.19,0.48958,1,74,32,72.094,0.24479
